conversation_id,timestamp,username,question,is_synthetic,test_run_id,evaluation_id,response_side,model_name,score_accuracy,score_completeness,score_detail,score_usefulness,score_satisfaction,comment,rubric_version,created_at,cost,response_time
163,2026-05-20 06:13:26,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,การยื่นอุทธรณ์คำสั่งของศาลปกครองสามารถขยายระยะเวลาได้หรือไม่ ขยายได้กี่วัน,0,,200,right,Gemini Pro,1,1,1,1,1,การยื่นขอขยายระยะเวลายื่นอุทธรณ์คำพิพากษาไม่สามารถขยายได้ มีเพียงคำสั่งเท่านั้นที่ขยายระยะเวลายื่นอุทธรณ์ได้,five-dimension-v1,2026-07-19 17:30:21,0.25149249999999995,0.11846375465393066
164,2026-05-20 06:14:24,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,การพิจารณาคดีโดยใช้ระบบไต่สวนในศาลปกครองคืออะไร,0,,201,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.328895,19.115112781524658
164,2026-05-20 06:14:24,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,การพิจารณาคดีโดยใช้ระบบไต่สวนในศาลปกครองคืออะไร,0,,202,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.241815,0.10932517051696777
165,2026-05-20 06:18:08,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,อายุความในการฟ้องคดีปกครองมีหรือไม่ ,0,,203,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.33390000000000003,17.8185932636261
165,2026-05-20 06:18:08,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,อายุความในการฟ้องคดีปกครองมีหรือไม่ ,0,,204,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.23025916666666665,0.15369057655334473
167,2026-05-20 06:47:58,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,แสดงตัวอย่าง การเขียนคำฟ้องบรรยายค่าเสียหายในคดีละเมิดจากอุบัติเหตุตกหลุมบนถนนสาธารณประโยชน์ มีค่าเสียหายประเภทอะไรบ้าง คิดคำนวณจำนวนเงินเท่าใด,0,,205,left,Claude 4 Sonnet,3,5,5,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.5558,36.83450365066528
167,2026-05-20 06:47:58,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,แสดงตัวอย่าง การเขียนคำฟ้องบรรยายค่าเสียหายในคดีละเมิดจากอุบัติเหตุตกหลุมบนถนนสาธารณประโยชน์ มีค่าเสียหายประเภทอะไรบ้าง คิดคำนวณจำนวนเงินเท่าใด,0,,206,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.2582708333333333,0.16741299629211426
168,2026-05-20 06:48:10,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ขอไกล่เกลี่ยข้อพิพาทในศาลปกครองได้หรือไม่,0,,207,left,Claude 4 Sonnet,5,4,4,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.255745,13.869961500167847
168,2026-05-20 06:48:10,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ขอไกล่เกลี่ยข้อพิพาทในศาลปกครองได้หรือไม่,0,,208,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.22450166666666668,0.11639618873596191
169,2026-05-20 06:53:14,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,สัญญาจ้างพนักงานของรัฐหรือสัญญาจ้างเจ้าหน้าที่ของรัฐเป็นสัญญาทางปกครองหรือไม่,0,,209,left,Claude 4 Sonnet,5,4,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.386295,21.61726665496826
169,2026-05-20 06:53:14,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,สัญญาจ้างพนักงานของรัฐหรือสัญญาจ้างเจ้าหน้าที่ของรัฐเป็นสัญญาทางปกครองหรือไม่,0,,210,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.21343583333333332,3.9062561988830566
170,2026-05-20 06:56:41,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ศาลปกครองมีคำสั่งไม่รับคำฟ้องไว้พิจารณาและจำหน่ายคดีออกจากสารบบความ ผู้ฟ้องทำอย่างไรได้บ้าง,0,,211,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.33673499999999995,20.337077856063843
170,2026-05-20 06:56:41,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ศาลปกครองมีคำสั่งไม่รับคำฟ้องไว้พิจารณาและจำหน่ายคดีออกจากสารบบความ ผู้ฟ้องทำอย่างไรได้บ้าง,0,,212,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.24197833333333332,0.15917372703552246
172,2026-05-20 07:05:31,พนักงานคดีปกครอง (ปฏิบัติการ) - ศาลปกครอง,วันที่รู้ถึงเหตุแห่งการฟ้องคดีตามมาตรา 51 แห่งพ.ร.บ.จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2542 ในคดีฟ้องละเมิดจากการที่หน่วยงานทางปกครองก่อสร้างถนนรุกล้ำที่ดินของประชาชน,0,,213,left,Claude 4 Sonnet,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.387485,21.414687156677246
172,2026-05-20 07:05:31,พนักงานคดีปกครอง (ปฏิบัติการ) - ศาลปกครอง,วันที่รู้ถึงเหตุแห่งการฟ้องคดีตามมาตรา 51 แห่งพ.ร.บ.จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2542 ในคดีฟ้องละเมิดจากการที่หน่วยงานทางปกครองก่อสร้างถนนรุกล้ำที่ดินของประชาชน,0,,214,right,Gemini Pro,2,2,3,2,3,,five-dimension-v1,2026-07-19 17:30:21,0.30902666666666667,8.177045345306396
176,2026-05-20 07:10:37,ตุลาการศาลปกครอง - ศาลปกครอง,ไกล่เกลี่ยได้หรือไม่,0,,215,left,Claude 4 Sonnet,4,4,4,4,4,,five-dimension-v1,2026-07-19 17:30:21,0.31276,16.49145269393921
176,2026-05-20 07:10:37,ตุลาการศาลปกครอง - ศาลปกครอง,ไกล่เกลี่ยได้หรือไม่,0,,216,right,Gemini Pro,4,4,4,4,4,,five-dimension-v1,2026-07-19 17:30:21,0.2819541666666667,9.915227890014648
178,2026-05-20 07:16:35,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,วันนัดนั่งพิจารณาคดีครั้งแรกในศาลปกครองถ้าคู่กรณีไม่ไปศาลตามกำหนดนัดจะทำให้คดีเสียหายหรือไม่,0,,217,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.328545,19.647528886795044
178,2026-05-20 07:16:35,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,วันนัดนั่งพิจารณาคดีครั้งแรกในศาลปกครองถ้าคู่กรณีไม่ไปศาลตามกำหนดนัดจะทำให้คดีเสียหายหรือไม่,0,,218,right,Gemini Pro,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.21947916666666667,8.27565336227417
182,2026-05-20 07:21:34,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ถ้าจะขอคัดสำเนาคำพิพากษาและคำสั่งของศาลปกครองสามารถขอคัดได้โดยวิธีการใดได้บ้าง,0,,219,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.27730499999999997,12.381645917892456
182,2026-05-20 07:21:34,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ถ้าจะขอคัดสำเนาคำพิพากษาและคำสั่งของศาลปกครองสามารถขอคัดได้โดยวิธีการใดได้บ้าง,0,,220,right,Gemini Pro,5,4,4,4,4,,five-dimension-v1,2026-07-19 17:30:21,0.2011858333333333,4.485955476760864
185,2026-05-20 07:30:31,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ศาลปกครองกลางพิพากษาคดีแล้วแต่ผู้ฟ้องคดีไม่พอใจผลคำพิพากษาของศาลจึงจะใช้สิทธิยื่นคำอุทธรณ์โดยจะต้องดำเนินการภายในกี่วันและถ้ายื่นไม่ทันกำหนดเวลาดังกล่าวผู้ฟ้องคดีจะสามารถขอขยายระยะเวลาได้อีกกี่วัน,0,,221,left,Claude 4 Sonnet,5,4,5,4,5,,five-dimension-v1,2026-07-19 17:30:21,0.28609,14.33446192741394
185,2026-05-20 07:30:31,พนักงานคดีปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ศาลปกครองกลางพิพากษาคดีแล้วแต่ผู้ฟ้องคดีไม่พอใจผลคำพิพากษาของศาลจึงจะใช้สิทธิยื่นคำอุทธรณ์โดยจะต้องดำเนินการภายในกี่วันและถ้ายื่นไม่ทันกำหนดเวลาดังกล่าวผู้ฟ้องคดีจะสามารถขอขยายระยะเวลาได้อีกกี่วัน,0,,222,right,Gemini Pro,5,4,5,4,5,,five-dimension-v1,2026-07-19 17:30:21,0.266315,7.466197729110718
192,2026-05-20 08:08:48,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ยื่นฟ้องคดีต่อศาลปกครองแล้ว ต่อมาศาลได้มีคำสั่งไม่รับคำฟ้องไว้พิจารณา จึงสอบถามว่าทำอย่างไร,0,,223,left,Claude 4 Sonnet,5,4,4,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.34384,19.45393657684326
192,2026-05-20 08:08:48,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ยื่นฟ้องคดีต่อศาลปกครองแล้ว ต่อมาศาลได้มีคำสั่งไม่รับคำฟ้องไว้พิจารณา จึงสอบถามว่าทำอย่างไร,0,,224,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.24271333333333328,0.12532639503479004
197,2026-05-20 08:37:20,พนักงานคดีปกครอง (ปฏิบัติการ) - ศาลปกครอง,วันที่ควรรู้ถึงเหตุแห่งการฟ้องคดีต่อศาลปกครองเพื่อขอให้ศาลมีคำพิพากษาเพิกถอนคำสั่งของเจ้าพนักงานท้องถิ่นที่ออกคำสั่งตามพ.ร.บ.ควบคุมอาคารฯ แต่ไม่ได้รับผลการพิจารณาอุทธรณ์จากคณะกรรมการพิจารณาอุทธรณ์ตามพ.รบ.ควบคุมอาคารฯ คือวันใด,0,,225,left,Claude 4 Sonnet,2,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.38794,22.869149208068848
197,2026-05-20 08:37:20,พนักงานคดีปกครอง (ปฏิบัติการ) - ศาลปกครอง,วันที่ควรรู้ถึงเหตุแห่งการฟ้องคดีต่อศาลปกครองเพื่อขอให้ศาลมีคำพิพากษาเพิกถอนคำสั่งของเจ้าพนักงานท้องถิ่นที่ออกคำสั่งตามพ.ร.บ.ควบคุมอาคารฯ แต่ไม่ได้รับผลการพิจารณาอุทธรณ์จากคณะกรรมการพิจารณาอุทธรณ์ตามพ.รบ.ควบคุมอาคารฯ คือวันใด,0,,226,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.2620683333333333,0.16211533546447754
203,2026-05-20 09:16:44,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ช่วยร่างคำฟ้อง ต้องการฟ้องขอให้เทศบาลบังคับตามคำสั่งให้คู่กรณีรื้อถอนสิ่งปลูกสร้างตามคำสั่งของเทศบาล,0,,227,left,Claude 4 Sonnet,5,5,4,4,5,,five-dimension-v1,2026-07-19 17:30:21,0.35434000000000004,57.29796600341797
203,2026-05-20 09:16:44,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ช่วยร่างคำฟ้อง ต้องการฟ้องขอให้เทศบาลบังคับตามคำสั่งให้คู่กรณีรื้อถอนสิ่งปลูกสร้างตามคำสั่งของเทศบาล,0,,228,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.2536158333333333,0.16812515258789062
205,2026-05-20 09:38:50,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,อยู่จังหวักพังงา ต้องฟ้องศาลปกครองใด เบอร์โทรติดต่อ,0,,229,left,Claude 4 Sonnet,1,2,3,2,3,,five-dimension-v1,2026-07-19 17:30:21,0.27132000000000006,34.42833709716797
205,2026-05-20 09:38:50,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,อยู่จังหวักพังงา ต้องฟ้องศาลปกครองใด เบอร์โทรติดต่อ,0,,230,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.2573316666666667,0.1657261848449707
208,2026-05-20 09:55:54,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ฟ้องเพิกถอนกฎระเบียบของทางราชการต้องยื่นอุทธรณ์เป็นหนังสือก่อนฟ้องศาลปกครองหรือไม่,0,,231,left,Claude 4 Sonnet,5,4,4,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.363475,29.24224066734314
208,2026-05-20 09:55:54,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ฟ้องเพิกถอนกฎระเบียบของทางราชการต้องยื่นอุทธรณ์เป็นหนังสือก่อนฟ้องศาลปกครองหรือไม่,0,,232,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.24785833333333326,0.171431303024292
210,2026-05-20 10:03:48,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การฟ้องคดีปกครองต้องจ่ายเงินค่าธรรมเนียมการฟ้องศาลได้หรือไม่,0,,233,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.30590000000000006,46.350937366485596
210,2026-05-20 10:03:48,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การฟ้องคดีปกครองต้องจ่ายเงินค่าธรรมเนียมการฟ้องศาลได้หรือไม่,0,,234,right,Gemini Pro,0,0,0,0,0,,five-dimension-v1,2026-07-19 17:30:21,0.243775,0.11776375770568848
218,2026-05-21 01:46:58,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ผิดสัญญาก่อสร้างบ้านพักราชการฟ้องศาลปกครองได้หรือไม่,0,,235,left,Claude 4 Sonnet,2,4,4,4,4,,five-dimension-v1,2026-07-19 17:30:21,0.30429,13.900461435317993
218,2026-05-21 01:46:58,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ผิดสัญญาก่อสร้างบ้านพักราชการฟ้องศาลปกครองได้หรือไม่,0,,236,right,Gemini Pro,2,2,2,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.056885500000000006,4.603163957595825
219,2026-05-21 01:51:27,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,มหาวิทยาลัยไม่ต่อสัญญาจ้างอาจารย์,0,,237,left,Claude 4 Sonnet,1,2,2,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.314335,16.107401371002197
219,2026-05-21 01:51:27,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,มหาวิทยาลัยไม่ต่อสัญญาจ้างอาจารย์,0,,238,right,Gemini Pro,1,2,2,2,1,,five-dimension-v1,2026-07-19 17:30:21,0.070028,8.109765529632568
220,2026-05-21 01:54:32,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,สัญญาทางปกครองต้องฟ้องภายในกี่ปี,0,,239,left,Claude 4 Sonnet,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.276745,11.62937331199646
220,2026-05-21 01:54:32,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,สัญญาทางปกครองต้องฟ้องภายในกี่ปี,0,,240,right,Gemini Pro,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.046424,2.6790542602539062
221,2026-05-21 01:57:28,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การฟ้องคดีปกครองจะต้องเสียค่าธรรมเนียมศาลหรือไม่,0,,241,left,Claude 4 Sonnet,4,4,4,4,4,,five-dimension-v1,2026-07-19 17:30:21,0.322665,14.611187934875488
221,2026-05-21 01:57:28,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การฟ้องคดีปกครองจะต้องเสียค่าธรรมเนียมศาลหรือไม่,0,,242,right,Gemini Pro,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.076356,8.796928882598877
222,2026-05-21 02:04:56,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ข้าราชการถูกลงโทษทางวินัยฟ้องศาลปกครองใช่หรือไม่,0,,243,left,Claude 4 Sonnet,3,3,2,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.312095,16.877173900604248
222,2026-05-21 02:04:56,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ข้าราชการถูกลงโทษทางวินัยฟ้องศาลปกครองใช่หรือไม่,0,,244,right,Gemini Pro,2,2,2,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.07236950000000002,6.428671836853027
223,2026-05-21 02:13:21,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ข้าราชตำรวจถูกวินัยฟ้องศาลปกครองชั้นต้นหรือศาลปกครองสูงสุด,0,,245,left,Claude 4 Sonnet,1,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.316505,17.742403030395508
223,2026-05-21 02:13:21,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ข้าราชตำรวจถูกวินัยฟ้องศาลปกครองชั้นต้นหรือศาลปกครองสูงสุด,0,,246,right,Gemini Pro,1,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.07244300000000001,6.418106317520142
224,2026-05-21 02:15:58,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ผู้ใหญ่บ้านถูกนายอำเภอสั่งให้พ้นจากตำแหน่ง,0,,247,left,Claude 4 Sonnet,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.315805,17.738050937652588
224,2026-05-21 02:15:58,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ผู้ใหญ่บ้านถูกนายอำเภอสั่งให้พ้นจากตำแหน่ง,0,,248,right,Gemini Pro,2,2,0,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.07764399999999999,7.566435813903809
225,2026-05-21 02:19:55,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,คำสั่งไม่ผ่านการทดลองงานฟ้องต่อศาลปกครองได้หรือไม่,0,,249,left,Claude 4 Sonnet,4,4,4,4,4,,five-dimension-v1,2026-07-19 17:30:21,0.33659500000000003,18.302377462387085
225,2026-05-21 02:19:55,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,คำสั่งไม่ผ่านการทดลองงานฟ้องต่อศาลปกครองได้หรือไม่,0,,250,right,Gemini Pro,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.0741895,6.097759008407593
226,2026-05-21 02:22:33,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,อุบัติเหตุรถไฟชนจะฟ้องเรียกค่าเสียหายที่ศาลปกครองได้หรือไม่,0,,251,left,Claude 4 Sonnet,2,2,2,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.33925500000000003,17.345083713531494
226,2026-05-21 02:22:33,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,อุบัติเหตุรถไฟชนจะฟ้องเรียกค่าเสียหายที่ศาลปกครองได้หรือไม่,0,,252,right,Gemini Pro,2,2,2,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.07082600000000001,7.150218486785889
227,2026-05-21 02:26:36,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,หน่วยงานราชการผิดสัญญาซื้อขายคอมพิวเตอร,0,,253,left,Claude 4 Sonnet,1,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.32903499999999997,16.64002275466919
227,2026-05-21 02:26:36,พนักงานคดีปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,หน่วยงานราชการผิดสัญญาซื้อขายคอมพิวเตอร,0,,254,right,Gemini Pro,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.0761495,7.947139501571655
237,2026-05-21 07:10:05,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - ศาลปกครอง,การส่งฟ้องคดีผ่านทางอีเมลโดยส่งมาทางอีเมลของศาลปกครองกลางสามารถกระทำได้หรือไม่ หรือต้องดำเนินการอย่างไร,0,,255,left,Claude 4 Sonnet,5,5,5,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.33190499999999995,18.338993072509766
237,2026-05-21 07:10:05,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - ศาลปกครอง,การส่งฟ้องคดีผ่านทางอีเมลโดยส่งมาทางอีเมลของศาลปกครองกลางสามารถกระทำได้หรือไม่ หรือต้องดำเนินการอย่างไร,0,,256,right,Gemini Pro,5,5,4,5,5,,five-dimension-v1,2026-07-19 17:30:21,0.0600215,5.020171165466309
239,2026-05-21 10:18:40,ตุลาการศาลปกครอง - ศาลปกครอง,ศาลปกครองมีอำนาจพิจารณาพิพากษาคดีประเภทใดบ้าง?,0,,257,left,Claude 4 Sonnet,5,5,5,5,5,ศาลปกครองมีอำนาจพิจารณาพิพากษาคดีพิพาทระหว่างหน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ กับเอกชน หรือระหว่างหน่วยงานทางปกครองด้วยกันเอง ซึ่งเป็นข้อพิพาทอันเนื่องมาจากการกระทำโดยไม่ชอบด้วยกฎหมาย การละเลยต่อหน้าที่ การปฏิบัติหน้าที่ล่าช้าเกินสมควร การกระทำละเมิดทางปกครอง หรือข้อพิพาทเกี่ยวกับสัญญาทางปกครอง ตามมาตรา 9 วรรคหนึ่ง แห่ง พระราชบัญญัติจัดตั้งศาลปกครองและวิธพิจารณาคดีปกครอง พ.ศ. 2542,five-dimension-v1,2026-07-19 17:30:21,0.3101,34.329811334609985
239,2026-05-21 10:18:40,ตุลาการศาลปกครอง - ศาลปกครอง,ศาลปกครองมีอำนาจพิจารณาพิพากษาคดีประเภทใดบ้าง?,0,,258,right,Gemini Pro,5,5,5,5,5,ศาลปกครองมีอำนาจพิจารณาพิพากษาคดีพิพาทระหว่างหน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ กับเอกชน หรือระหว่างหน่วยงานทางปกครองด้วยกันเอง ซึ่งเป็นข้อพิพาทอันเนื่องมาจากการกระทำโดยไม่ชอบด้วยกฎหมาย การละเลยต่อหน้าที่ การปฏิบัติหน้าที่ล่าช้าเกินสมควร การกระทำละเมิดทางปกครอง หรือข้อพิพาทเกี่ยวกับสัญญาทางปกครอง ตามมาตรา 9 วรรคหนึ่ง แห่ง พระราชบัญญัติจัดตั้งศาลปกครองและวิธพิจารณาคดีปกครอง พ.ศ. 2542,five-dimension-v1,2026-07-19 17:30:21,0.06859649999999999,6.67467737197876
240,2026-05-21 10:24:28,ตุลาการศาลปกครอง - ศาลปกครอง,ก่อนจะนำคดีมาฟ้องต่อศาลปกครอง ประชาชนจำเป็นต้องดำเนินการอย่างไรก่อนหรือไม่,0,,259,left,Claude 4 Sonnet,3,3,3,3,3,ในกรณีที่มีกฎหมายกำหนดขั้นตอนหรือวิธีการสำหรับการแก้ไขความเดือดร้อนหรือเสียหายไว้เป็นการเฉพาะ (เช่น การอุทธรณ์คำสั่งทางปกครองต่อผู้บังคับบัญชาหรือคณะกรรมการตามกฎหมาย) ผู้เดือดร้อนจะต้องดำเนินการตามขั้นตอนและวิธีการดังกล่าว และได้รับแจ้งผลการพิจารณา หรือพ้นกำหนดเวลาตามที่กฎหมายกำหนดไว้ก่อน จึงจะนำคดีมาฟ้องต่อศาลปกครองได้ ทั้งนี้ ตามมาตรา 42 วรรคสอง แห่ง พ.ร.บ. จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2542,five-dimension-v1,2026-07-19 17:30:21,0.32347000000000004,33.47235298156738
240,2026-05-21 10:24:28,ตุลาการศาลปกครอง - ศาลปกครอง,ก่อนจะนำคดีมาฟ้องต่อศาลปกครอง ประชาชนจำเป็นต้องดำเนินการอย่างไรก่อนหรือไม่,0,,260,right,Gemini Pro,2,2,2,2,3,ในกรณีที่มีกฎหมายกำหนดขั้นตอนหรือวิธีการสำหรับการแก้ไขความเดือดร้อนหรือเสียหายไว้เป็นการเฉพาะ (เช่น การอุทธรณ์คำสั่งทางปกครองต่อผู้บังคับบัญชาหรือคณะกรรมการตามกฎหมาย) ผู้เดือดร้อนจะต้องดำเนินการตามขั้นตอนและวิธีการดังกล่าว และได้รับแจ้งผลการพิจารณา หรือพ้นกำหนดเวลาตามที่กฎหมายกำหนดไว้ก่อน จึงจะนำคดีมาฟ้องต่อศาลปกครองได้ ทั้งนี้ ตามมาตรา 42 วรรคสอง แห่ง พ.ร.บ. จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2542,five-dimension-v1,2026-07-19 17:30:21,0.074011,8.237220287322998
242,2026-05-21 10:34:09,ตุลาการศาลปกครอง - ศาลปกครอง,การยื่นคำฟ้องต่อศาลปกครองสามารถทำผ่านช่องทางใดได้บ้างตามกฎหมาย?,0,,261,left,Claude 4 Sonnet,3,3,3,3,3,การยื่นคำฟ้องสามารถทำได้ตามช่องทางดังต่อไปนี้  1. ยื่นต่อพนักงานเจ้าหน้าที่ของศาลปกครองโดยตรง (ณ อาคารที่ทำการศาล) 2. ส่งทางไปรษณีย์ลงทะเบียน 3. ยื่นผ่านระบบไปรษณีย์อิเล็กทรอนิกส์ (E-mail) สื่อดิจิทัลอื่นใด (เช่น ระบบคดีปกครองอิเล็กทรอนิกส์ e-Litigation) หรือโทรสาร ทั้งนี้ ตามมาตรา 46 แห่ง พ.ร.บ. จัดตั้งศาลปกครองฯ พ.ศ. 2542,five-dimension-v1,2026-07-19 17:30:21,0.327635,39.77523970603943
